herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian_main,indication_vi,safety_note,data_source,,image_url
H166,Kim anh tử,Fructus Rosae laevigatae,"Toan, chát",Bình,Trung tính,"Kim, Thủy, Thổ",Thuốc cố tinh sáp niệu,"Phế, Thận, Tỳ","Công năng: Cố thận sáp tinh, cố thận, điều tiết lượng nước tiểu, sáp trường chỉ tả
Chủ trị: Dùng đối với bệnh thận hư, di tinh, hoạt tinh, xích bạch đới, sa tử cung, mồ hôi nhiều, mồ hôi trộm. Bệnh do thận hư đái xón, đái dầm, đặc biệt đối với trẻ con. Dùng khi bệnh ỉa chảy không cầm, lỵ","Những người có thấp nhiệt, tiểu tiện bí, không nên dùng.
Chú ý: Khi dùng bỏ hết hạt trong quả. Dịch chiết nước 5% và chiết cồn của kim anh có tác dụng độc nhẹ trên chuột thí nghiệm","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 374",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cay-kim-anh.jpg
H167,Tang phiêu tiêu,Vagina ovorum Mantidis,"Cam, hàm",Bình,Trung tính,"Mộc, Thủy",Thuốc cố tinh sáp niệu,"Can, Thận","Công năng: Ích thận cố tinh, lợi thủy, thông tiểu thiện, thông ngũ lâm, thông kinh hoạt lạc.
Chủ trị: Dùng đối với bệnh thận hư, di tinh tiết tinh sơm, liệt dương. Sáp niệu dùng trong bệnh đái dầm, đái xón. Dùng tốt đối với các bệnh tiểu tiện ra sỏi, tiểu tiện đục. Phụ nữ huyết bế, đau lưng, ngoài ra còn có tác dụng ích tinh, dùng trong trường hợp vô sinh","Những người âm hư hỏa vượng, thấp nhiệt bàng quang, tiểu tiện ngắn đỏ không dùng
Chú ý: khi dùng có thể hơ vàng trên củi thân cây liễu, với lượng lớn cần đem chưng một giờ để diệt trứng, tiện cho việc bảo quản","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 375",,NULL
H168,Quy bản,Carapax Testudinis,"Cam, hàm",Bình,Trung tính,"Mộc, Thủy, Hỏa, Thổ",Thuốc bổ âm (dưỡng âm),"Can, Thận, Tâm, Tỳ","Công năng: Tư âm tiềm dương, giáng hỏa, sinh tân dịch, ích khí, cố tinh chỉ huyết, sát khuẩn
Chủ trị: Trị thận kém mà sinh ho lâu ngày, sốt nóng ầm ỉ trong xương. Còn dùng để bổ xương cốt, ra mồ hôi trộm, di tinh lưng cốt đau mỏi. Các trương hợp tân dịch hao tổn, dung bổ sau khi ốm dậy, trị các bệnh âm hư huyết nhiệt dẫn đến bệnh tăng đường huyết, sốt rét lâu ngày không khỏi, trị lỵ, kinh niên. Ngoài ra còn dùng với các bệnh trĩ","Những người âm hư không có nhiệt, phụ nữ có thai không nên dùng, khi dùng có thể trích giấm, rượu hoặc mỡ lợn","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 347",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cao-quy-ban-duoc-lieu-tue-linh-3.jpg
H169,Kha tử,Fructus Terminaliae chebulae,"Khổ, toan, sáp",Bình,Trung tính,Kim,Thuốc chữa đi lỏng - đau bụng,"Phế, Đại trường","Sáp trường chỉ tả, liễm phế, giáng hỏa lợi hầu họng. Chù trị: Tả lỵ lâu ngày, đại tiện ra máu, lòi dom; hen suyễn khó thờ, ho lâu ngày không khỏi; đau bụng.",,"https://duocdienvietnam.com/kha-tu/
category_vi: sách những cây thuốc và vị thuốc việt nam trang 427
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kha-tu-duoc-lieu-tue-linh-1.jpg
H170,Mang tiêu,Mirabilita,"Tân, khổ, hàm",Đại hàn,Âm mạnh,"Thổ, Kim, Hỏa",Thuốc tả hạ có tính hàn,"Vị, Dại trường, Tam tiêu","Công năng: Thanh tràng thông tiện, hạ hỏa, giải độc
Chủ trị: Dùng khi vị tràng thực nhiệt đại tràng bí kết, đau mắt đỏ, miệng lở loét","Phụ nữ có thai không nên dùng.
Chú ý: Để có mang tiêu có thể dùng được, ta đem mang tiêu thiên nhiên (vẫn còn nhiều tạp chất vô cơ, hữu cơ mới đào được ở mỏ về, dùng nước đun sôi của củ cải mà hòa tan, vừa đun, vừa khuấy, sau khi tan hết, lọc loại bỏ đất cát, mùn, dịch nước cho vào thạp sành để yên vài ngày sẽ kết tinh natri sulfat). Có thể đem kết tinh lại cùng theo cách trên để được sản phẩm tinh khiết","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 362",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mang-tieu1.jpg
H171,Chút chít,,Khổ,Hàn,Âm,Thổ,Thuốc nhuận hạ,"Tỳ, Vị","Công năng: Nhuộn tràng thông tiện, nhuận gan lợi mật, cầm máu bên trong, sát trùng
Chủ trị: Các trường hợp đại tiện bí kết, ăn uống không tiêu, thức ăn bị lưu tích trong bụng, bệnh vàng da, chảy máu bên trong như chảy máu dạ dày, ruột. Trường hợp dị ứng gây xuất huyết, dùng toàn cây sắc uống. Trị lở ngứa, mụn nhọt, có thể sắc lấy nước rửa vào chỗ bị ngứa, mụn nhọt. Có thể lấy rễ phối hợp với bạch phàn, giã nát, thêm giấm, trộn đều đắp chỗ ngứa. Chửa hắc lào, lấy lá chút chít rửa sạch, mặt khác rửa sạch chõ bị hắc lào, sau dó vò nát lá chút chít mà xát vào","Chú ý: Có tác dụng làm tăng nhu động ruột, rút ngắn thời gian đông máu, làm tăng tiểu cầu, có tác dụng cầm máu đối với nhiều dạng chảy máu, có tác dụng kháng khuẩn đối với vi khuẩn đường ruột, dịch chiết lá có tác dụng cầm máu và hỗ trợ chữa tổn thương dạ dày và ruột","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 368",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cut-chit2.jpg
H172,Muống trâu (Lá),Folium Senna alatae,Tân,Ôn,Dương,"Mộc, Kim",Thuốc nhuận tràng và tẩy,"Can, Đại trường","Nhuận tràng, lợi gan mật, tiêu độc, tiêu viêm, sát trùng, chỉ ngứa. Chủ trị: Táo bón (dùng sống), viêm gan, da vàng (dùng dược liệu đã sao khô). Dùng ngoài chữa hắc lào, viêm da thần kinh, ngứa lở.",Phụ nữ có thai không nên dùng,"https://duocdienvietnam.com/muong-trau-la/
category_vi: sách những cây thuốc và vị thuốc việt nam trang 460
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://duocdienvietnam.com/wp-content/uploads/2018/07/Muong-trau-1024x683.jpg
H173,Tử hà sa,Plasenta Hominis,"Cam, hàm",Ôn,Dương,"Mộc, Thủy",Thuốc bổ huyết,"Can, Thận","Công năng: Bổ khí, dưỡng huyết, ích thận, cố tinh, bổ phế
Chủ trị: Dùng trong các trường hợp thiếu máu, cơ thể suy nhược, gầy yếu, mất ngủ, hay quên, công năng của não suy giảm. Bệnh do tinh ở thận hao tổn, các chứng di tinh, liệt dương, không có khả năng sinh dục, phụ nữ kinh nguyệt không đều, các chứng bệnh của tử cung, sau khi đẻ thiếu sữa, bệnh lao phổi, bệnh hen suyễn","Những người có thực tà thì không dùng. 
Chú ý: Thuốc có tác dụng làm cho trứng phát dục, tuyến vú phát tiết, tăng cường sức đề kháng của cơ thể","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 316",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nhau-san-phu2.jpg
H174,Câu kỷ tử,Fructus Lycii,"Cam, vi khổ",Bình,Trung tính,"Kim, Thủy, Mộc, Thổ",Thuốc bổ âm (dưỡng âm),"Phế, Thận kiêm Can, Tỳ","Công năng: Bổ thận dưỡng huyết sáng mắt, sinh tân chỉ khát, ích khí huyết
Chủ trị: Điều trị can thận âm hư và huyết hư, dẫn đến lưng đau gối mỏi, tai ù, chóng mặt, mắt mờ. Trị bệnh tiêu khát (đái đường) di tinh hoạt mộng tinh, liệt dương, lao, bệnh ho khan. Người già khí hư, huyết kém","Những người tỳ vị hư hàn, ỉa chảy không dùng, khi dùng cần trích với nước cam thảo. Chú ý: câu kỷ tử có tác dụng hạ đường huyết","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 345",,https://duocdienvietnam.com/wp-content/uploads/2018/08/Cau-ky-tu-1024x683.jpg
H175,Trư linh,Polyporus,"Cam, đạm",Bình,Trung tính,Thủy,,"Thận, Bàng quang","Công năng: Lợi tiểu, táo thấp
Chủ trị: Sưng phù, tiểu khó, tiểu đục.","Người bệnh đau thận, phụ nữ có thai phải cẩn thận khi dùng.",https://duocdienvietnam.com/tru-linh/,,https://upload.wikimedia.org/wikipedia/commons/3/34/Polyporus_squamosus_2010_G4.jpg
H176,Đại phúc bì,Pericarpium Arecae,Tân,Vi ôn,Dương,"Thổ, Kim, Hỏa",Thuốc hỏa thấp,"Tỳ, Vị, Đại trường, Tiểu trường","Công năng: Hóa thấp, hạ khí khoan trung, lợi niệu tiêu phù
Chủ trị: Dùng khi thấp trở vị tràng, dẫn đến đau bụng đầy trướng hoặc chữa nôn lợm, đau bụng. Bụng báng (nước), tiểu tiện không thông","Những người thể hư khí nhược dùng phải thận trọng
Chú ý: Alcaloid areconin chứa trong hạt cây cau gây tiết nước bọt, làm cho nhỏ đồng tử, làm tim đập chậm, có tác dụng độc với sán, tê hại các cơ của sán","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 331",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/i-phuc-bi-duoc-lieu-tue-linh.jpg
H177,Hà diệp,Folium Nelumbilis,Khổ,Bình,Trung tính,"Mộc, Thổ",Thuốc thanh nhiệt giải thử,"Can, Tỳ, Vị","Công năng: Thanh nhiệt giải thử, khứ ứ chỉ huyết
Chủ trị: Dùng khi cảm thụ bởi thử nhiệt gây ra đau đầu, đau răng, miệng khô, họng khát, tiểu tiện ngắn đỏ. Các chứng xuất huyết",Chú ý: Khi dùng để chỉ huyết lá sen cần sao cháy,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 199",,https://duocdienvietnam.com/wp-content/uploads/2018/07/Sen-la-1024x683.jpg
H178,Can khương (Gừng khô),,Tân,Ôn,Dương,"Hỏa, Kim, Thổ",Thuốc ôn trung,"Tâm, Phế, Tỳ, Vị","Công năng: Ôn trung, hồi dương, ôn trung chỉ tả, ấm vị chỉ nôn, ấm kinh chỉ huyết, ôn phế chỉ khái
Chủ trị: Dùng khi tỳ vị hư nhược, chân tay quyết lạnh, hàn gây tiết tà bụng sỏi, phân nát lỏng, hàn tả phạm vị gây nôn ra nước đái. Các trường hợp xuất huyết (thổ huyết, băng huyết, tiện huyết) do tính hư hàn, khi hàn ấm phế, gây ho, khí, suyễn",Âm hư có nhiệt không dùng. Phụ nữ có thai dùng thận trọng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 193",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/gung-duoc-lieu-tue-linh-3.jpg
H179,Nhục quế,Cortex Cinnamomi,"Tân, cam",Đại nhiệt (ít độc),Dương mạnh,"Mộc, Thủy, Thổ",Thuốc hồi dương cứu nghịch,"Can, Thận, Tỳ","Công năng: Hồi dương, khứ hàn giảm đau, thông kinh hoạt lạc, ấm thận hành thủy
Chủ trị: Các trường hợp thận dương hư nhược, chân tay lạnh giá, co quắp. Bệnh đau bụng dữ dội do hàn nhập lý, tiết tả, nôn mửa, tỳ vị hư nhược, sôi bụng, lạnh bụng, đại tiện lỏng lâu ngày không khỏi. Trường hợp dương khí hư nhược, phù thũng tiểu tiện khó khăn, đặc biệt phù nặng ở chân","Phụ nữ có thai, những người âm hư dương thịnh, không được dùng, Dùng lâu, liều cao, thường dẫn đến nhức đầu táo bón","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 197",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/que-duoc-lieu-tue-linh2.jpg
H180,Tang bạch bì,Cortex Mori radicis,Cam,Hàn,Âm,Kim,Thuốc thanh phế chỉ khái,Phế,"Công năng: Thanh phế, chỉ khái, lợi niệu, tiêu phù
Chủ trị: Trị ho phế nhiệt, đàm nhiệt, bình suyễn, ho có sốt, miệng khát, thũy thũng, tiểu tiện khó khăn (dùng trong bài ngũ bì ẩm)",Nếu ho do phế hàn thì không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 249",,https://duocdienvietnam.com/wp-content/uploads/2018/07/Dau-vo-re-1024x683.jpg
H181,Bạch tiền (Bạch tiễn bì),,,,,,,,,,,,https://tracuuduoclieu.vn/wp-content/uploads/2020/12/bach-tien-bi.png
H182,An tức hương,Benzoinum,"Tân, khổ",Bình,Trung tính,"Hỏa, Thổ",Thuốc phương hương khai khiếu,"Tâm, Tỳ","Công năng: khai khiếu tinh thần, hành khí giảm đau
Chủ trị: Khi bị trúng phong thần chí bất tỉnh, đàm dãi tắc nghẽn ở cổ, khí trệ, đau tim đau bụng",Những người âm hư hỏa vượng không dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 273",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/an-tuc-huong.jpg
H183,Cố mạch (Mạch ba góc),Fagopyrum esculentum,,,,,Thuốc hạ huyết áp,,"Hiện nay, mới trồng để làm thức ăn cho gia súc và người. Một số nơi dùng lá nấu canh ăn cho sáng mắt, thính tai",,"sách những cây thuốc và vị thuốc việt nam trang 300
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mach-ba-goc3.jpg
H184,Tử tô tử,Fructus Perillae frutescensis,Tân,Ôn,Dương,Kim,,Phế,"Công năng: Giáng khí, tiêu đờm, bình suyễn, nhuận trưởng.
Chủ trị: Đờm suyễn, ho khí nghịch, táo bón.",,https://duocdienvietnam.com/tia-to-qua/,,https://duocdienvietnam.com/wp-content/uploads/2018/07/14-3-1024x683.jpg
H185,Ngạnh mễ,,,,,,,,,,,,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/2118-1.jpg
H186,Bán hạ chế,,,,,,,,,,,,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/typhonium20trilobatum20l-20schott.jpg
H187,Nam tinh chế,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Arisaema_erubescens_Arizema_2016-07-23_02.jpg
H188,Bối mẫu,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Fritillaria_cirrhosa.jpg
H189,Đởm nam tinh,,,,,,,,,,,,https://www.thaythuoccuaban.com/vithuoc/vithuocimages/thien-nam-tinh.jpg
H190,Ích tri nhân,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/51/Alpinia-oxyphylla.jpg
H191,Ma hoàng căn,,,,,,,,,,,,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ma-hoang1.jpg
H192,Liên tu,,,,,,,,,,,,https://www.yhoccotruyen.org/images/DuocVi/266_10132013132943_lientu.jpg
H193,Gạc hươu,,,,,,,,,,,,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/loc-giac3.jpg
H194,Phục thần,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5b/HK_%E4%B8%AD%E8%97%A5%E6%9D%90_herb_%E5%9C%9F%E8%8C%AF%E8%8Bhttps://tracuuduoclieu.vn/wp-content/uploads/2018/04/poria-cocos-phuc-linh.jpg
